Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,4227798032.0,4466503540.0,4586172567.0,4281813033.0,4156935677.0,4186223809.0,4291159006.0,4405954638.0,4563017881.0,4708336733.0,4898908676.0,5141833913.0,5485419417.0,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,5591130218.0,5770197348.0,6912150456.0,6590291048.0,7425703929.0,9933133247.0,10011918444.0,9547818700.0,10248617647.0,10497908306.0,9985844486.0,10397897086.0,11420227885.0,14547325028.0,17320552500.0,18433411267.0,20072786351.0,23968764030.0,27844698989.0,25945391775.0,25732432719.0,27565469098.0,24978513427.0,23900872626.0,23128114787.0,19779150116.0,20890936462.0,22638608224.0,24961995749.0,24564647935.0
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,40477403220.0,29675502270.0,34590052812.0,40614350197.0,47554674591.0,59775697061.0,66985765439.0,61792161168.0,66490372105.0,64867483193.0,61649492817.0,67523642262.0,81910771994.0,99627140274.0,119162000000.0,136281000000.0,155464000000.0,189227000000.0,235719000000.0,206180000000.0,207478000000.0,227948000000.0,207376000000.0,209402000000.0,207818000000.0,186830000000.0,195090000000.0,215914000000.0,244987000000.0,246489000000.0
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1771670000000.0,1868950000000.0,2131570000000.0,2071320000000.0,2205070000000.0,2585790000000.0,2497240000000.0,2211990000000.0,2238990000000.0,2194200000000.0,1943150000000.0,1944110000000.0,2068620000000.0,2496130000000.0,2809190000000.0,2845800000000.0,2992200000000.0,3421230000000.0,3730030000000.0,3397790000000.0,3396350000000.0,3744410000000.0,3527340000000.0,3732740000000.0,3883920000000.0,3360550000000.0,3466790000000.0,3665800000000.0,3949550000000.0,3845630000000.0
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542.0,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684.0,847918929.1,999105339.3,1049110685.0,1128611700.0,1239144502.0,1353632942.0,2042817163.0,2214681574.0,2430287967.0,2603554907.0,2751461056.0,3012820410.0,3318716359.0
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,201428730.0,219763222.2,234058259.3,245527592.6,264375666.7,274522148.1,292286000.0,302989185.2,322409851.9,331759000.0,333468888.9,340205074.1,333195185.2,343310666.7,367199111.1,364255074.1,390250148.1,421375851.9,458190185.2,489074333.3,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037.0,576229629.6,519837037.0,550892592.6,596033333.3
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,138247000000.0,139225000000.0,152916000000.0,143196000000.0,156162000000.0,185007000000.0,187632000000.0,173538000000.0,176992000000.0,177965000000.0,164159000000.0,164791000000.0,178635000000.0,218096000000.0,251373000000.0,264467000000.0,282885000000.0,319423000000.0,353361000000.0,321241000000.0,321995000000.0,344003000000.0,327149000000.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,329417000000.0,355675000000.0,348078000000.0
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,7073675545.0,9734321854.0,11356271336.0,13081042400.0,14664237667.0,16598679279.0,18241691857.0,20017908829.0,21672526563.0,22137599986.0,24305116729.0,25599311449.0,27362875603.0,21642882856.0,22692574473.0,36119047252.0,38116351526.0,43965420072.0,48122547177.0,48261033298.0,53860175556.0,58029750746.0,60681537196.0,62682163837.0,67179914027.0,71164825257.0,75704720190.0,79997975622.0,85555378043.0,88941298258.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,62045099643.0,45715367087.0,48003298223.0,49946455211.0,42542571306.0,41764052458.0,46941496780.0,48177862502.0,48187747529.0,48640610449.0,54788732394.0,54745839539.0,56760623478.0,67864849150.0,85324767230.0,103198000000.0,117025000000.0,134977000000.0,171001000000.0,137211000000.0,161208000000.0,200019000000.0,209060000000.0,209755000000.0,213809000000.0,165979000000.0,160034000000.0,167389000000.0,173758000000.0,169988000000.0
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,662964000000.0,719497000000.0,806272000000.0,885158000000.0,1064780000000.0,1314210000000.0,1509500000000.0,1563540000000.0,1433040000000.0,1576360000000.0,1737750000000.0,1848770000000.0,2046180000000.0,2315810000000.0,2685100000000.0,3110070000000.0,3745550000000.0,4735190000000.0,5990680000000.0,6496020000000.0,7874610000000.0,9620170000000.0,10727500000000.0,11835500000000.0,12761500000000.0,13294400000000.0,13575600000000.0,14835600000000.0,16593000000000.0,17214400000000.0
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1819190000000.0,1927250000000.0,2115130000000.0,2316400000000.0,2429060000000.0,2494280000000.0,2716540000000.0,2905270000000.0,2871330000000.0,3038480000000.0,3306200000000.0,3273080000000.0,3179380000000.0,3536580000000.0,4108230000000.0,4788560000000.0,5476770000000.0,6494460000000.0,7321730000000.0,7048280000000.0,8563600000000.0,9600670000000.0,10068200000000.0,10245100000000.0,10606800000000.0,10295000000000.0,10532700000000.0,11377100000000.0,11635200000000.0,11981600000000.0
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,4736100000000.0,5347750000000.0,5842940000000.0,6535130000000.0,7308950000000.0,8306270000000.0,8004160000000.0,7659320000000.0,6865590000000.0,7667690000000.0,8297740000000.0,7718720000000.0,7844830000000.0,8626660000000.0,9677450000000.0,10332300000000.0,10960300000000.0,12262800000000.0,14148000000000.0,14572200000000.0,16988600000000.0,19687300000000.0,21071900000000.0,21318400000000.0,22002000000000.0,21911500000000.0,22658400000000.0,24223300000000.0,26347000000000.0,26979800000000.0
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,894083000000.0,872303000000.0,803999000000.0,788215000000.0,676998000000.0,723131000000.0,730192000000.0,762254000000.0,706112000000.0,591958000000.0,661120000000.0,653622000000.0,748360000000.0,943611000000.0,1251450000000.0,1582560000000.0,1941870000000.0,2498220000000.0,3096460000000.0,2429330000000.0,2939850000000.0,3653970000000.0,3897480000000.0,4131770000000.0,3837000000000.0,2912080000000.0,2767180000000.0,3108430000000.0,3184990000000.0,3239460000000.0
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,8853360000000.0,9129700000000.0,9790650000000.0,8992380000000.0,9402410000000.0,10856200000000.0,11078700000000.0,10510300000000.0,10780400000000.0,10658200000000.0,10030400000000.0,10140900000000.0,11086300000000.0,13497000000000.0,15733600000000.0,16751500000000.0,18141100000000.0,21195400000000.0,23267100000000.0,20465300000000.0,20959200000000.0,23241500000000.0,22405800000000.0,23414100000000.0,23734300000000.0,20447700000000.0,20378500000000.0,21581900000000.0,23105400000000.0,22748800000000.0
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,15239278100.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,18327764882.0,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,104296000000.0,107562000000.0,107436000000.0
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,42978914311.0,37387836491.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,97632008710.0,87850683979.0,82924503943.0,78845185293.0,89685725230.0,107484000000.0,130479000000.0,162818000000.0,188982000000.0,218888000000.0,236002000000.0,279373000000.0,288586000000.0,305530000000.0,332698000000.0,332928000000.0,235369000000.0,250895000000.0,303175000000.0
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,5882980000000.0,6110850000000.0,6740480000000.0,6169110000000.0,6513040000000.0,7516230000000.0,7605290000000.0,6952290000000.0,7149090000000.0,7113970000000.0,6479480000000.0,6590420000000.0,7166150000000.0,8842850000000.0,10141400000000.0,10519100000000.0,11174300000000.0,12862300000000.0,14099000000000.0,12885600000000.0,12628200000000.0,13622700000000.0,12638900000000.0,13189500000000.0,13490200000000.0,11672100000000.0,11965300000000.0,12655500000000.0,13662000000000.0,13335800000000.0
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,477101651.6,467872714.8,531688311.7,578015625.0,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005.0,1098425901.0,1211161880.0,1317974491.0,1380188800.0,1856695551.0,1589515447.0,2065001626.0,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,536559000000.0,577166000000.0,630916000000.0,525076000000.0,530563000000.0,614609000000.0,642589000000.0,590077000000.0,619215000000.0,634693000000.0,596878000000.0,627287000000.0,705394000000.0,905492000000.0,1067090000000.0,1153290000000.0,1259340000000.0,1472130000000.0,1625220000000.0,1485580000000.0,1420720000000.0,1478770000000.0,1324820000000.0,1354760000000.0,1369400000000.0,1195120000000.0,1232080000000.0,1312550000000.0,1419740000000.0,1394120000000.0
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,4006982535.0,4116735207.0,4497823918.0,4780169853.0,5147711226.0,5665917232.0,5762048126.0,5694069842.0,6259258258.0,7372457191.0,9877636518.0,12144397516.0,14098326328.0,17012321791.0,22445582946.0,24371299985.0,19744110447.0,19693608687.0,23391529311.0,23192709239.0,25271407239.0,26773472962.0,23048864243.0,23996451498.0,26859101054.0,30747159198.0,31386949981.0
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,12175166763.0,13463868357.0,10492993078.0,8830712714.0,6927950565.0,7663984568.0,8547939731.0,8589211390.0,7818224906.0,7700833482.0,8242392104.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648211133.0,55612228234.0,64589334979.0,74296618481.0,81770791971.0,84269348327.0,96107662398.0
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,6500320000000.0,6732370000000.0,7400790000000.0,6757410000000.0,7158830000000.0,8295720000000.0,8431190000000.0,7732920000000.0,7968670000000.0,7922650000000.0,7259400000000.0,7387160000000.0,8049120000000.0,9911360000000.0,11398800000000.0,11904900000000.0,12702900000000.0,14710400000000.0,16236800000000.0,14708900000000.0,14540400000000.0,15741800000000.0,14636200000000.0,15293600000000.0,15633100000000.0,13546900000000.0,13882600000000.0,14735700000000.0,15932000000000.0,15592800000000.0
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,255612000000.0,264404000000.0,264090000000.0,244908000000.0,235809000000.0,273457000000.0,282347000000.0,315165000000.0,316770000000.0,342859000000.0,401618000000.0,397552000000.0,381209000000.0,406144000000.0,505799000000.0,633832000000.0,789749000000.0,961995000000.0,1241800000000.0,1169840000000.0,1410410000000.0,1428670000000.0,1644910000000.0,1729490000000.0,1903690000000.0,1678670000000.0,1501550000000.0,1517590000000.0,1641360000000.0,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,141438000000.0,127774000000.0,112533000000.0,89214114708.0,103300000000.0,134190000000.0,132129000000.0,126912000000.0,134039000000.0,135218000000.0,125707000000.0,129421000000.0,139738000000.0,171274000000.0,197117000000.0,204809000000.0,216908000000.0,256053000000.0,284554000000.0,252497000000.0,249181000000.0,275244000000.0,258305000000.0,271285000000.0,274497000000.0,234440000000.0,240608000000.0,255123000000.0,275894000000.0,268761000000.0
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1337024782.0,1383843860.0,1531803061.0,1635426125.0,1825285158.0,1970347721.0,2129266728.0,2093994597.0,1656784780.0,1942170999.0,1684109743.0,1660102346.0,1842691481.0,2315935753.0,2727507213.0,3006725015.0,3102741451.0,3405050612.0,3523185920.0,2870624636.0,3140508836.0,3774530616.0,3972012571.0,4190143206.0,4856963230.0,4682546863.0,4930204230.0,5353404422.0,5536759653.0,5535548972.0
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1269180000000.0,1269280000000.0,1401470000000.0,1322820000000.0,1393980000000.0,1601090000000.0,1605680000000.0,1452880000000.0,1503110000000.0,1492650000000.0,1362250000000.0,1376470000000.0,1494290000000.0,1840480000000.0,2115740000000.0,2196130000000.0,2318590000000.0,2657210000000.0,2918380000000.0,2690220000000.0,2642610000000.0,2861410000000.0,2683830000000.0,2811080000000.0,2852170000000.0,2438210000000.0,2471290000000.0,2595150000000.0,2787860000000.0,2715520000000.0
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,1107882641.0,1120280382.0,1058702725.0,1147654635.0,1262669892.0,1494011567.0,1688237552.0,1727792693.0,1984445416.0,2290133549.0,2432415998.0,2268387771.0,2320424601.0,2490807831.0,2366301252.0,2627049837.0,2850743875.0,2518096286.0,2689157271.0,2833300519.0,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,332265200.0,366666800.0,401932300.0,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,5952293766.0,5402919957.0,5592390849.0,4378645081.0,4190819314.0,4958845906.0,5694040337.0,5326816859.0,4483417120.0,4662992036.0,5067865321.0,5018874179.0,5310381151.0,6497305662.0,7756293575.0,9578973591.0,10318424464.0,12438956756.0,15508574820.0,12065138273.0,14372591916.0,18210308748.0,17170465294.0,17595745653.0,18203968002.0,14383107714.0,14023890620.0,14929488771.0,16862282414.0,16657960228.0
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1093170000000.0,1142800000000.0,1179660000000.0,1061390000000.0,1140490000000.0,1341580000000.0,1415360000000.0,1559080000000.0,1650170000000.0,1682400000000.0,1657820000000.0,1640250000000.0,1784470000000.0,2053020000000.0,2416930000000.0,2538680000000.0,2713750000000.0,3100880000000.0,2922670000000.0,2410910000000.0,2475240000000.0,2659310000000.0,2704890000000.0,2786020000000.0,3063800000000.0,2928590000000.0,2694280000000.0,2666230000000.0,2860670000000.0,2827110000000.0
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,7753501868.0,6357615894.0,3690328964.0,2701181331.0,2513870587.0,2693731866.0,3094935187.0,3510520231.0,3613498175.0,2800026339.0,3057475289.0,3219488664.0,3395728014.0,3991284895.0,5125365192.0,6410823633.0,7745394293.0,10172882371.0,12795076469.0,10766836277.0,12243505583.0,15107441447.0,16488403076.0,17189551521.0,17627003455.0,14953950557.0,15141758567.0,16242916916.0,17599700091.0,17743195770.0
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,5889174825.0,6596546196.0,6413901602.0,5966255778.0,5444560669.0,6465137615.0,6934984709.0,6891308594.0,7480968858.0,7719354839.0,4983024408.0,5314909954.0,6166330136.0,7632406553.0,8881368538.0,10731634117.0,20409668522.0,24758819718.0,28526891010.0,25977847814.0,32197272797.0,39337314810.0,41270954737.0,62405374786.0,53660342160.0,48564863888.0,55009730600.0,58998132330.0,65556464048.0,66983634224.0
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2666616177.0,3014890569.0,3284625277.0,3279063318.0,3383218923.0,3693753379.0,3869032271.0,3783788551.0,3588376057.0,3461282294.0,2995360969.0,2833442750.0,2949637039.0,3446442219.0,3666349049.0,2937071767.0,4220019243.0,6281917656.0,6964179194.0,6716904569.0,6853467858.0,6785137173.0,7638045254.0,8376613843.0,8778473615.0,8794202444.0,8603884845.0,10336634799.0,12207116729.0,13590281809.0
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254.0,1054113427.0,1279704745.0,1561763437.0,1450140386.0,1543292393.0,1409694554.0,1415006238.0,1375608956.0,1229460602.0,1354788659.0,1470006034.0,1498044491.0,1624600882.0,1763819048.0
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482.0,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,849050127.5,1098379392.0,989327811.8,1045790133.0,1053512334.0,1047808175.0,1178204501.0,1346841897.0,1458156026.0,1340389411.0
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496.0,1461139022.0,1806742742.0,2484745935.0,4410764339.0,8217369093.0,10086528699.0,13071718759.0,19749893536.0,15027795173.0,16314442183.0,21357344847.0,22388345810.0,21948835350.0,21765454404.0,13185496836.0,11240809132.0,12200914930.0,13278488567.0,11026774945.0
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,97891090929.0,105143000000.0,116225000000.0,108809000000.0,116602000000.0,136878000000.0,145862000000.0,143158000000.0,144428000000.0,142541000000.0,130134000000.0,136191000000.0,153831000000.0,201924000000.0,240521000000.0,247783000000.0,273318000000.0,318498000000.0,354461000000.0,330000000000.0,299362000000.0,287798000000.0,245671000000.0,239862000000.0,237030000000.0,196591000000.0,195222000000.0,203588000000.0,218138000000.0,209853000000.0
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,278098763.0,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825976037.0,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222.0,1125685185.0,1168696296.0,1228170370.0
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1018970365.0,1016493395.0,1037921837.0,927219728.9,1005879948.0,1208946166.0,1197509787.0,1072147778.0,1149862703.0,1131561595.0,1068030830.0,1086172923.0,1169138789.0,1558753434.0,1822486689.0,1849805733.0,2013099482.0,2249811709.0,2499107511.0,2529948330.0,2503156061.0,2684467376.0,2609667674.0,2684952727.0,2842048998.0,2499115623.0,2707146783.0,2826651926.0,3051626390.0,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,7650125217.0,9406097735.0,10440842165.0,11399942453.0,12983235568.0,14655404433.0,15674835615.0,17790026222.0,19395491993.0,18318412251.0,19288827159.0,18702802522.0,20776403774.0,21917430694.0,23965275794.0,27211377107.0,30231249625.0,34113107372.0,39136436614.0,37733609795.0,41338008613.0,47654783852.0,50388460925.0,52996540576.0,57852399834.0,62186186576.0,66053725049.0,71612352781.0,73118147808.0,76710385880.0
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,3385000000.0,3560000000.0,3857000000.0,4197000000.0,4213000000.0,4375000000.0,4621000000.0,4781000000.0,4895000000.0,4928000000.0,5199000000.0,5336000000.0,5538000000.0,5710000000.0,5795000000.0,5851000000.0,5920000000.0,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,1458453715.0,1740180444.0,1916994912.0,2061323854.0,2273225042.0,2576024116.0,2861562266.0,2987684170.0,3077643314.0,3197220339.0,3504024213.0,3555205811.0,3878662621.0,4280443645.0
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,18964600000000.0,20054700000000.0,21573700000000.0,21740900000000.0,23315800000000.0,25903500000000.0,26132400000000.0,25699900000000.0,25806200000000.0,27100400000000.0,27650300000000.0,27392200000000.0,28553700000000.0,32015300000000.0,35649500000000.0,37726800000000.0,39866500000000.0,43641100000000.0,46409000000000.0,43502000000000.0,45581200000000.0,49208800000000.0,49261400000000.0,49886100000000.0,50980800000000.0,48163900000000.0,49167100000000.0,51416100000000.0,54625900000000.0,55098700000000.0
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,76928290842.0,88959620136.0,104272000000.0,120354000000.0,135812000000.0,144653000000.0,159717000000.0,177353000000.0,168886000000.0,165768000000.0,171668000000.0,169403000000.0,166349000000.0,161385000000.0,169100000000.0,181570000000.0,193536000000.0,211597000000.0,219280000000.0,214046000000.0,228638000000.0,248514000000.0,262629000000.0,275697000000.0,291459000000.0,309384000000.0,320838000000.0,341244000000.0,361693000000.0,366030000000.0
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,4923009552.0,4648668479.0,4943700431.0,4926728933.0,4642280682.0,5347445005.0,5215028986.0,5737099650.0,6366340266.0,6414520530.0,7103507989.0,7565869928.0,7775078403.0,8140271081.0,8772146605.0,9672035709.0,10841742348.0,12275501784.0,13789715133.0,14587496229.0,15839344592.0,17710315006.0,18528601901.0,18499710128.0,19756494435.0,20979767785.0,21717622071.0,23136232230.0,24024189736.0,25095395475.0
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,137855000000.0,141366000000.0,129469000000.0,132991000000.0,117458000000.0,133800000000.0,140015000000.0,146354000000.0,153748000000.0,154604000000.0,165845000000.0,158456000000.0,170547000000.0,194279000000.0,223427000000.0,254282000000.0,302525000000.0,361529000000.0,436495000000.0,442164000000.0,486357000000.0,539280000000.0,569495000000.0,636629000000.0,672449000000.0,666053000000.0,662698000000.0,705521000000.0,745529000000.0,759267000000.0
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,22417412251.0,23710205734.0,23854819336.0,25466974683.0,23400452775.0,21669183469.0,23179763831.0,26815681492.0,34686502610.0,41594385430.0,45386774692.0,50454950478.0,60182902955.0,70288870870.0,62666199344.0,59807930156.0,62354273096.0,56494367810.0,58056933513.0,57642914304.0,49530641704.0,51596973259.0,55319605061.0,60991399904.0,60415553039.0
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,3096289800.0,3473540602.0,2257121668.0,1878248741.0,2167564195.0,2813313279.0,2907514523.0,3338938830.0,3723909227.0,4153736347.0,3953846311.0,3596443005.0,3472191962.0,2960306121.0,3537720277.0,4310358096.0,4756204070.0,5885325590.0,6548530572.0,6584649419.0,6622541529.0,7516834160.0,7890647022.0,8485077205.0,8775444942.0,8724656126.0,7970649131.0,8409497402.0,9658721170.0,8498981821.0
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,34753569690.0,38730585921.0,40124916945.0,43166678731.0,46425677734.0,46658755152.0,47296952929.0,48706787306.0,49073380174.0,47218405892.0,53749989092.0,67608919144.0,85302003908.0,103960000000.0,112981000000.0,115577000000.0,139966000000.0,158136000000.0,130760000000.0,131136000000.0,141110000000.0,128154000000.0,135409000000.0,140559000000.0,124530000000.0,127507000000.0,141511000000.0,157883000000.0,160967000000.0
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3457980000000.0,3725380000000.0,3714870000000.0,3980760000000.0,4352210000000.0,4892800000000.0,5347720000000.0,5661850000000.0,5506520000000.0,5344790000000.0,5810310000000.0,5896450000000.0,5990420000000.0,6744250000000.0,8024680000000.0,9595910000000.0,11380900000000.0,14146700000000.0,16988300000000.0,16481200000000.0,20012900000000.0,23639000000000.0,25136800000000.0,26556800000000.0,27472000000000.0,25946600000000.0,26146400000000.0,28851300000000.0,30821300000000.0,31618200000000.0
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3797010000000.0,4070190000000.0,4048300000000.0,4299640000000.0,4662070000000.0,5247260000000.0,5737590000000.0,6066410000000.0,5916030000000.0,5765460000000.0,6277250000000.0,6358550000000.0,6487660000000.0,7303420000000.0,8680130000000.0,10357200000000.0,12297600000000.0,15221600000000.0,18276800000000.0,17747800000000.0,21475400000000.0,25299800000000.0,26920000000000.0,28518100000000.0,29585600000000.0,28027200000000.0,28165300000000.0,30941600000000.0,33035800000000.0,33912100000000.0
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,342427000000.0,347558000000.0,335837000000.0,320240000000.0,309810000000.0,354646000000.0,390191000000.0,404504000000.0,410227000000.0,422484000000.0,469360000000.0,464293000000.0,500101000000.0,562376000000.0,659125000000.0,765213000000.0,921620000000.0,1079790000000.0,1294370000000.0,1272950000000.0,1466850000000.0,1662990000000.0,1786300000000.0,1968090000000.0,2124540000000.0,2093410000000.0,2029200000000.0,2096710000000.0,2221040000000.0,2301370000000.0
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,145135000000.0,147516000000.0,146936000000.0,131254000000.0,135002000000.0,155032000000.0,171870000000.0,176121000000.0,173139000000.0,181192000000.0,206220000000.0,205810000000.0,227236000000.0,255044000000.0,310731000000.0,371074000000.0,465043000000.0,536540000000.0,636292000000.0,596287000000.0,700806000000.0,808526000000.0,889437000000.0,968241000000.0,1054940000000.0,1004140000000.0,929792000000.0,920435000000.0,962649000000.0,989721000000.0
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,106141000000.0,116622000000.0,128027000000.0,158007000000.0,176892000000.0,202132000000.0,227370000000.0,215749000000.0,95445547873.0,140001000000.0,165021000000.0,160447000000.0,195661000000.0,234772000000.0,256837000000.0,285869000000.0,364571000000.0,432217000000.0,510229000000.0,539580000000.0,755094000000.0,892969000000.0,917870000000.0,912524000000.0,890815000000.0,860854000000.0,931877000000.0,1015620000000.0,1042240000000.0,1119190000000.0
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,196540000000.0,199250000000.0,187634000000.0,188762000000.0,173831000000.0,198450000000.0,216916000000.0,227121000000.0,236327000000.0,240236000000.0,261500000000.0,256778000000.0,270775000000.0,304997000000.0,345311000000.0,390257000000.0,451371000000.0,537398000000.0,651858000000.0,673147000000.0,760779000000.0,847260000000.0,887209000000.0,990287000000.0,1058390000000.0,1081450000000.0,1096390000000.0,1177370000000.0,1260850000000.0,1315250000000.0
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,914727080.6,1023086919.0,1180919719.0,1382548250.0,1567465657.0,1563667800.0,1659131244.0,1947332922.0,2328658228.0,2822358473.0,3032400000.0,3422651334.0,4466100440.0,5928601103.0,5487083658.0,5920177689.0,6566098382.0,6433357030.0,6754330155.0,7428280402.0,6792417112.0,6592627599.0,6770532819.0,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,320979000000.0,270105000000.0,288208000000.0,279296000000.0,327276000000.0,360282000000.0,392897000000.0,415868000000.0,421351000000.0,458820000000.0,468395000000.0,485441000000.0,514938000000.0,607699000000.0,709149000000.0,820382000000.0,940260000000.0,1216740000000.0,1198900000000.0,1341890000000.0,1675620000000.0,1823050000000.0,1827640000000.0,1856720000000.0,2039130000000.0,2103590000000.0,2294800000000.0,2652750000000.0,2713170000000.0,2875140000000.0
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
